,Team,Nome,Budget,PMAL
1221,LAZ,LAZZARI,0.4%,0.6%
1222,SAL,LOVATO,0.4%,0.2%
1223,EMP,LUPERTO,0.4%,0.3%
1224,LAZ,MARUSIC,0.4%,0.6%
1225,ATA,PALOMINO,0.4%,0.2%
1226,LAZ,PELLEGRINI LU.,0.4%,0.2%
1227,UDI,PEREZ N.,0.4%,0.6%
1228,GEN,SABELLI,0.4%,0.2%
1229,SAS,TOLJAN,0.4%,0.2%
1230,NAP,ZANOLI,0.4%,0.2%
1231,LEC,DORGU,0.2%,0.2%
1232,FRO,OYONO,0.2%,0.3%
1233,INT,CARLOS AUGUSTO,3.6%,3%
1234,ATA,BAKKER,2.6%,3.2%
1235,GEN,MARTIN,2.4%,2.4%
1236,NAP,NATAN,2%,1.4%
1237,ROM,KRISTENSEN,1.6%,1.6%
1238,CAG,AUGELLO,1.4%,0.8%
1239,TOR,BELLANOVA,1.4%,2%
1240,ROM,N'DICKA,1.4%,1.4%
1241,NAP,OLIVERA,1.4%,1.4%
1242,BOL,BEUKEMA,1%,0.8%
1243,CAG,AZZI,0.6%,0.4%
1244,INT,BISSECK,0.6%,0.4%
1245,MON,CARBONI A.,0.6%,0.2%
1246,GEN,DRAGUSIN,0.6%,0.6%
1247,UDI,KAMARA H.,0.6%,0.2%
1248,FIO,PARISI,0.6%,1%
1249,CAG,ZAPPA,0.6%,0.4%
1250,FIO,KAYODE,0.2%,0.4%
1251,FRO,MARCHIZZA,0.2%,0.2%
1252,FIO,RANIERI L.,0.2%,0.2%
1253,SAS,FERRARI G.,1%,0.2%
1254,SAL,FAZIO,0.6%,0.2%
1255,TOR,ZIMA,0.6%,0.2%
1256,BOL,DE SILVESTRI,0.4%,0.2%
1257,LEC,DERMAKU,0.4%,0.2%
1258,MIL,KJAER,0.4%,0.2%
1259,TOR,LAZARO,0.4%,0.2%
1260,BOL,LYKOGIANNIS,0.4%,0.2%
1261,ATA,OKOLI,0.4%,0.2%
1262,NAP,OSTIGARD,0.4%,0.2%
1263,LAZ,PATRIC,0.4%,0.2%
1264,ATA,ZORTEA,0.4%,0.2%
1265,UDI,ABANKWAH,0.2%,0.2%
1266,BOL,AMEY,0.2%,0.2%
1267,VER,AMIONE,0.2%,0.2%
1268,MON,ANTOV,0.2%,0.2%
1269,MIL,BALLO-TOURE',0.2%,0.2%
1270,GEN,BANI,0.2%,0.2%
1271,GEN,BIRASCHI,0.2%,0.2%
1272,BOL,BONIFAZI,0.2%,0.2%
1273,JUV,BONUCCI,0.2%,0.2%
1274,VER,CABAL,0.2%,0.2%
1275,EMP,CACACE,0.2%,0.2%
1276,CAG,CAPRADOSSI,0.2%,0.2%
1277,MON,CARBONI F.,0.2%,0.2%
1278,MON,CITTADINI,0.2%,0.2%
1279,VER,COPPOLA D.,0.2%,0.2%
1280,BOL,CORAZZA,0.2%,0.2%
1281,GEN,DE WINTER,0.2%,0.2%
1282,CAG,DI PARDO,0.2%,0.2%
1283,CAG,DOSSENA,0.2%,0.2%
1284,UDI,EBOSSE,0.2%,0.2%
1285,UDI,FERREIRA J.,0.2%,0.2%
1286,LAZ,GILA,0.2%,0.2%
1287,CAG,GOLDANIGA,0.2%,0.2%
1288,EMP,GUARINO,0.2%,0.2%
1289,UDI,GUESSAND A.,0.2%,0%
1290,GEN,HEFTI,0.2%,0.2%
1291,JUV,HUIJSEN,0.2%,0.2%
1292,UDI,KABASELE,0.2%,0.2%
1293,FRO,KALAJ,0.2%,0%
1294,FRO,KLITTEN,0.2%,0%
1295,ROM,KUMBULLA,0.2%,0.2%
1296,VER,MAGNANI,0.2%,0.2%
1297,FIO,MARTINEZ QUARTA,0.2%,0.2%
1298,FRO,MATEUS LUSUARDI,0.2%,0%
1299,GEN,MATTURRO,0.2%,0.2%
1300,FIO,MINA,0.2%,0.3%
1301,SAS,MISSORI,0.2%,0.2%
1302,FRO,MONTERISI,0.2%,0.2%
1303,TOR,N'GUESSAN,0.2%,0.2%
1304,CAG,OBERT,0.2%,0.2%
1305,GEN,PAJAC,0.2%,0.2%
1306,SAS,PEDERSEN,0.2%,0.2%
1307,MIL,PELLEGRINO,0.2%,0.2%
1308,EMP,PEZZELLA GIU.,0.2%,0.2%
1309,FIO,PIEROZZI,0.2%,0.1%
1310,SAL,PIROLA,0.2%,0.2%
1311,LEC,PONGRACIC,0.2%,0.2%
1312,FRO,ROMAGNOLI S.,0.2%,0.2%
1313,JUV,RUGANI,0.2%,0.2%
1314,ATA,RUGGERI,0.2%,0.2%
1315,SAL,SAMBIA,0.2%,0.2%
1316,LEC,SMAJLOVIC,0.2%,0.2%
1317,ATA,SOPPY,0.2%,0.2%
1318,BOL,SOSA,0.2%,0%
1319,FRO,SZYMINSKI,0.2%,0.2%
1320,VER,TERRACCIANO F.,0.2%,0.2%
1321,EMP,TONELLI,0.2%,0.2%
1322,LEC,TOUBA,0.2%,0%
1323,SAS,TRESSOLDI,0.2%,0.2%
1324,LEC,VENUTI,0.2%,0.2%
1325,SAS,VINA,0.2%,0.3%
1326,SAS,VITI,0.2%,0.2%
1327,GEN,VOGLIACCO,0.2%,0.2%
1328,EMP,WALUKIEWICZ,0.2%,0%
1329,UDI,ZEMURA,0.2%,0.3%
1330,LAZ,ZACCAGNI,10.6%,12%
1331,LAZ,FELIPE ANDERSON,9.4%,9.2%
1332,ATA,KOOPMEINERS,8%,8%
1333,GEN,GUDMUNDSSON A.,5.4%,5.4%
1334,MIL,CHUKWUEZE,6.6%,8.4%
1335,MIL,PULISIC,6.6%,7.8%
1336,INT,BARELLA,6.4%,8.6%
1337,LEC,STREFEZZA,6.4%,7.2%
1338,INT,FRATTESI,6%,7.6%
1339,LAZ,LUIS ALBERTO,6%,7%
1340,BOL,ORSOLINI,5.4%,6.8%
1341,LAZ,KAMADA,5%,5.1%
1342,JUV,RABIOT,5%,6%
1343,INT,CALHANOGLU,4.4%,5.7%
1344,GEN,MALINOVSKYI,3.4%,4.8%
1345,BOL,FERGUSON,4.4%,4.4%
1346,ROM,PELLEGRINI LO.,4.4%,6.4%
1347,MON,CIURRIA,4%,3.3%
1348,UDI,LOVRIC,3.6%,3.8%
1349,TOR,VLASIC,3.6%,5.2%
1350,JUV,KOSTIC,3%,4%
1351,MON,PESSINA,3%,3.4%
1352,FIO,BONAVENTURA,2.6%,3.1%
1353,SAL,CANDREVA,2.6%,4.7%
1354,ROM,EL SHAARAWY,2.6%,2.8%
1355,VER,LAZOVIC,2.6%,2.7%
1356,MIL,REIJNDERS,2%,4%
1357,NAP,ZAMBO ANGUISSA,2%,2%
1358,ROM,RENATO SANCHES,0.2%,1.2%
1359,NAP,POLITANO,2%,3.8%
1360,BOL,DOMINGUEZ,1.4%,0.6%
1361,EMP,GYASI,1.4%,0.6%
1362,TOR,ILIC,1.4%,1.2%
1363,NAP,LOBOTKA,1.4%,1.5%
1364,SAS,MATHEUS HENRIQUE,1.4%,0.2%
1365,TOR,RICCI S.,1.4%,0.7%
1366,FIO,BARAK,1%,0.3%
1367,SAL,KASTANOS,1%,0.4%
1368,JUV,LOCATELLI,1%,0.6%
1369,MIL,LOFTUS-CHEEK,1%,2.8%
1370,ROM,PAREDES,1%,0.2%
1371,MIL,BENNACER,0.6%,0.2%
1372,FIO,CASTROVILLI,0.6%,0.2%
1373,ROM,CRISTANTE,0.6%,0.2%
1374,ATA,DE ROON,0.6%,0.4%
1375,ATA,EDERSON D.S.,0.6%,0.3%
1376,JUV,FAGIOLI,0.6%,1.2%
1377,FIO,MANDRAGORA,0.6%,0.2%
1378,EMP,MARIN,0.6%,0.3%
1379,JUV,MIRETTI,0.6%,0.2%
1380,INT,MKHITARYAN,0.6%,1.8%
1381,MIL,POBEGA,0.6%,0.2%
1382,JUV,POGBA,0.6%,2.1%
1383,ROM,ZALEWSKI,0.6%,0.2%
1384,MIL,ADLI,0.4%,0.2%
1385,MON,AKPA AKPRO,0.4%,0.2%
1386,FIO,AMRABAT,0.4%,0.2%
1387,FIO,ARTHUR MELO,0.4%,0.6%
1388,SAL,BOHINEN,0.4%,0.2%
1389,SAS,BOLOCA,0.4%,0.2%
1390,LAZ,CATALDI,0.4%,0.2%
1391,SAL,COULIBALY M.,0.4%,0.2%
1392,BOL,FABBIAN,0.4%,0.2%
1393,LEC,GONZALEZ J.,0.4%,0.2%
1394,EMP,HENDERSON L.,0.4%,0.2%
1395,MIL,KRUNIC,0.4%,0.2%
1396,SAS,LOPEZ M.,0.4%,0.2%
1397,SAL,MAGGIORE,0.4%,0.2%
1398,LEC,MALEH,0.4%,0.2%
1399,LAZ,MARCOS ANTONIO,0.4%,0.2%
1400,MIL,SAELEMAEKERS,0.4%,0.2%
1401,INT,SENSI,0.4%,0.2%
1402,FIO,SOTTIL,0.4%,0.2%
1403,TOR,TAMEZE,0.4%,0.2%
1404,SAS,THORSTVEDT,0.4%,0.2%
1405,GEN,BADELJ,0.2%,0.2%
1406,VER,DUDA,0.2%,0.2%
1407,MON,GAGLIARDINI,0.2%,0.3%
1408,FRO,MAZZITELLI,0.2%,0.2%
1409,LAZ,ROVELLA,0.2%,0.2%
1410,GEN,THORSBY,0.2%,0.2%
1411,UDI,WALACE,0.2%,0.2%
1412,NAP,ZIELINSKI,4%,4.9%
1413,UDI,SAMARDZIC,2.6%,2.2%
1414,EMP,BALDANZI,2.4%,3.2%
1415,NAP,ELMAS,2.4%,2%
1416,FIO,IKONE',2.4%,2%
1417,TOR,RADONJIC,2.4%,2%
1418,ROM,AOUAR,2%,3.5%
1419,ATA,DE KETELAERE,2%,2.9%
1420,VER,MBOULA,2%,0.8%
1421,SAS,BAJRAMI,1.6%,2.3%
1422,VER,FOLORUNSHO,1.6%,0.3%
1423,CAG,JANKTO,1.6%,0.4%
1424,GEN,MESSIAS,1.6%,1.4%
1425,BOL,NDOYE,1.6%,1%
1426,CAG,ORISTANIO,1.6%,0.2%
1427,ATA,PASALIC,1.6%,3.3%
1428,VER,SAPONARA,1.6%,1%
1429,JUV,WEAH,1.6%,4%
1430,MON,COLPANI,1.4%,1.4%
1431,BOL,MORO N.,1.4%,0.2%
1432,MIL,MUSAH,1.4%,0.2%
1433,SAL,COULIBALY L.,1%,0.4%
1434,EMP,MALDINI,1%,0.2%
1435,CAG,NANDEZ,1%,0.6%
1436,GEN,ARAMU,0.6%,0.2%
1437,FIO,INFANTINO,0.6%,0.2%
1438,LEC,RAFIA,0.6%,0.2%
1439,FIO,SABIRI,0.6%,0.2%
1440,GEN,JAGIELLO,0.4%,0.3%
1441,ATA,MIRANCHUK,0.4%,0.2%
1442,UDI,PAFUNDI,0.4%,0.2%
1443,ROM,BOVE,0.2%,0.2%
1444,EMP,FAZZINI,0.2%,0.2%
1445,GEN,FRENDRUP,0.2%,0.2%
1446,FRO,HARROUI,0.2%,0.3%
1447,CAG,MANCOSU,0.2%,0.2%
1448,FRO,BRESCIANINI,0.6%,0.2%
1449,INT,ASLLANI,0.4%,0.2%
1450,LAZ,BASIC,0.4%,0.2%
1451,VER,HONGLA,0.4%,0.2%
1452,EMP,KOVALENKO,0.4%,0.5%
1453,NAP,ZERBIN,0.4%,0.2%
1454,ATA,ADOPO,0.2%,0.2%
1455,BOL,AEBISCHER,0.2%,0.2%
1456,FIO,AMATUCCI,0.2%,0.2%
1457,FRO,BAEZ,0.2%,0.2%
1458,FRO,BARRENECHEA,0.2%,0.2%
1459,EMP,BELARDINELLI,0.2%,0.2%
1460,FIO,BENASSI,0.2%,0.2%
1461,LEC,BLIN,0.2%,0.2%
1462,NAP,CAJUSTE,0.2%,0.2%
1463,UDI,CAMARA E.,0.2%,0.2%
1464,MON,CARBONI V.,0.2%,0.2%
1465,EMP,CROCIATA,0.2%,0.2%
1466,CAG,DEIOLA,0.2%,0.2%
1467,NAP,DEMME,0.2%,0.2%
1468,FIO,DUNCAN,0.2%,0.2%
1469,BOL,EL AZZOUZI,0.2%,0.2%
1470,LEC,FATICANTI,0.2%,0.2%
1471,NAP,GAETANO,0.2%,0.2%
1472,FRO,GARRITANO,0.2%,0.2%
1473,FRO,GELLI,0.2%,0.2%
1474,TOR,GINEITIS,0.2%,0%
1475,EMP,GRASSI,0.2%,0.2%
1476,EMP,HAAS,0.2%,0.2%
1477,FRO,HAOUDI,0.2%,0.3%
1478,LEC,HELGASON,0.2%,0%
1479,VER,HRUSTIC,0.2%,0%
1480,JUV,ILING JUNIOR,0.2%,0.2%
1481,TOR,ILKHAN,0.2%,0.2%
1482,VER,JOSELITO,0.2%,0.2%
1483,LEC,KABA,0.2%,0.2%
1484,CAG,KOURFALIDIS,0.2%,0%
1485,SAL,LEGOWSKI,0.2%,0.2%
1486,TOR,LINETTY,0.2%,0.2%
1487,SAS,LIPANI,0.2%,0.2%
1488,FRO,LULIC K.,0.2%,0%
1489,MON,MACHIN,0.2%,0.2%
1490,CAG,MAKOUMBOU,0.2%,0.2%
1491,SAL,MARTEGANI,0.2%,0.2%
1492,JUV,MCKENNIE,0.2%,0.2%
1493,GEN,MELEGONI,0.2%,0.2%
1494,JUV,NICOLUSSI CAVIGLIA,0.2%,0.2%
1495,SAS,OBIANG,0.2%,0%
1496,ROM,PAGANO,0.2%,0.2%
1497,CAG,PRATI,0.2%,0.2%
1498,UDI,QUINA,0.2%,0.2%
1499,SAS,RACIC,0.2%,0.2%
1500,LEC,RAMADANI,0.2%,0.2%
1501,EMP,RANOCCHIA F.,0.2%,0.2%
1502,CAG,ROG,0.2%,0.2%
1503,MIL,ROMERO L.,0.2%,0.2%
1504,NAP,SACO,0.2%,0.2%
1505,VER,SERDAR,0.2%,0.2%
1506,GEN,STROOTMAN,0.2%,0.2%
1507,CAG,SULEMANA I.,0.2%,0.2%
1508,BOL,URBANSKI,0.2%,0.2%
1509,LAZ,VECINO,0.2%,0.2%
1510,BOL,VIGNATO,0.2%,0.2%
1511,MON,VIGNATO S.,0.2%,0.2%
1512,CAG,VIOLA,0.2%,0.2%
1513,SAS,VOLPATO,0.2%,0.2%
1514,UDI,ZARRAGA,0.2%,0.2%
1515,NAP,OSIMHEN,38%,40.2%
1516,INT,MARTINEZ L.,36%,40.3%
1517,JUV,VLAHOVIC,30%,32.6%
1518,LAZ,IMMOBILE,28%,34.4%
1519,NAP,KVARATSKHELIA,23.4%,25%
1520,MIL,RAFAEL LEAO,23.4%,30.6%
1521,ROM,DYBALA,20%,24.2%
1522,SAS,BERARDI,15%,20%
1523,ATA,LOOKMAN,15%,16.4%
1524,MIL,GIROUD,13%,17.6%
1525,SAL,DIA,11.6%,13.8%
1526,FIO,NZOLA,10%,13%
1527,UDI,BETO,7.6%,12.1%
1528,FIO,GONZALEZ N.,7.4%,8.4%
1529,SAS,LAURIENTE',6.4%,9.6%
1530,TOR,SANABRIA,5.6%,12.4%
1531,INT,ARNAUTOVIC,5%,10.2%
1532,JUV,CHIESA,4%,13.7%
1533,JUV,MILIK,3%,4.4%
1534,CAG,LAPADULA,2.6%,0.6%
1535,MON,CAPRARI,4%,3.6%
1536,EMP,CAPUTO,4%,5.4%
1537,ROM,BELOTTI,3.4%,4%
1538,SAS,PINAMONTI,3.4%,5%
1539,VER,BONAZZOLI,2.6%,1%
1540,FIO,JOVIC,2.6%,0.4%
1541,VER,HENRY,2.4%,0.2%
1542,NAP,RASPADORI,2.4%,2.2%
1543,BOL,BARROW,2%,0.6%
1544,JUV,KEAN,2%,0.4%
1545,FIO,KOUAME',2%,0.2%
1546,NAP,LOZANO,2%,0.3%
1547,MON,MOTA,2%,1.2%
1548,ATA,MURIEL,2%,0.6%
1549,MIL,COLOMBO,1.6%,0.2%
1550,VER,DJURIC,1.6%,0.3%
1551,LAZ,PEDRO,1.4%,0.6%
1552,MON,PETAGNA,1.4%,1%
1553,NAP,SIMEONE,1.4%,1.8%
1554,UDI,SUCCESS,1.4%,0.2%
1555,LEC,BANDA,1%,0.2%
1556,SAS,ALVAREZ A.,0.6%,0.2%
1557,MIL,ORIGI,0.6%,0.2%
1558,UDI,THAUVIN,0.6%,1.3%
1559,INT,SANCHEZ,0.4%,0.8%
1560,CAG,PAVOLETTI,0.2%,0.2%
1561,GEN,RETEGUI,10%,15%
1562,ATA,SCAMACCA,10%,19%
1563,INT,THURAM,10%,13.7%
1564,ATA,TOURE' E.,6%,4.4%
1565,UDI,DEULOFEU,4.6%,2.6%
1566,VER,NGONGE,4%,3.6%
1567,MIL,OKAFOR,4%,3.6%
1568,FRO,CASO,3.4%,1%
1569,CAG,LUVUMBO,3.4%,0.9%
1570,ATA,ZAPATA D.,3.4%,6.4%
1571,BOL,ZIRKZEE,3%,2.8%
1572,FIO,BELTRAN L.,2.6%,4%
1573,UDI,BRENNER,2.6%,0.2%
1574,LAZ,CASTELLANOS,2.4%,2.1%
1575,LAZ,ISAKSEN,2.4%,0.4%
1576,LEC,ALMQVIST,2%,1.6%
1577,VER,BRAAF,1.6%,0.2%
1578,FRO,KVERNADZE,1.4%,0.2%
1579,SAS,MULATTIERI,1.4%,0.7%
1580,UDI,LUCCA,1%,0.2%
1581,EMP,SHPENDI S.,0.6%,0.2%
1582,ROM,ABRAHAM,0.4%,0.4%
1583,EMP,CAMBIAGHI,0.4%,0.2%
1584,TOR,KARAMOH,0.4%,0.2%
1585,SAS,CEIDE,0.2%,0.2%
1586,FIO,BREKALO,1.6%,0.2%
1587,SAL,BOTHEIM,1%,0.2%
1588,TOR,PELLEGRI,1%,0.2%
1589,EMP,CANCELLIERI,0.6%,0.2%
1590,LEC,DI FRANCESCO F.,0.6%,0.2%
1591,EMP,PICCOLI,0.6%,0.2%
1592,CAG,SHOMURODOV,0.6%,1%
1593,SAS,DEFREL,0.4%,0.2%
1594,VER,KALLON,0.4%,0.2%
1595,TOR,SECK,0.4%,0.2%
1596,UDI,AKE' M.,0.2%,0.2%
1597,ROM,AZMOUN,0.2%,0.5%
1598,FRO,BIDAOUI,0.2%,0.2%
1599,FRO,BORRELLI,0.2%,0.2%
1600,LEC,BURNETE,0.2%,0.2%
1601,FRO,CHEDDIRA,0.2%,1.9%
1602,LEC,CORFITZEN,0.2%,0.3%
1603,FRO,CUNI,0.2%,0.2%
1604,EMP,EKONG,0.2%,0.2%
1605,GEN,EKUBAN,0.2%,0.2%
1606,SAL,IKWUEMESI,0.2%,0.2%
1607,SAL,JOVANE,0.2%,0.2%
1608,JUV,KAIO JORGE,0.2%,0.2%
1609,BOL,KARLSSON,0.2%,1.1%
1610,FIO,KOKORIN,0.2%,0.3%
1611,LEC,KRSTOVIC,0.2%,0.3%
1612,MON,MARIC,0.2%,0.2%
1613,GEN,PUSCAS,0.2%,0.2%
1614,ROM,SOLBAKKEN,0.2%,0.2%
1615,JUV,SOULE',0.2%,0.2%
1616,SAL,STEWART,0.2%,0.2%
1617,SAL,VALENCIA D.,0.2%,0.2%
1618,BOL,VAN HOOIJDONK,0.2%,0.2%
1619,UDI,VIVALDO,0.2%,0.2%
1620,LEC,VOELKERLING PERSSON,0.2%,0.2%
1621,GEN,YALCIN,0.2%,0.2%
1622,JUV,YILDIZ,0.2%,0.2%
1623,MIL,MAIGNAN,10.4%,10.2%
1624,JUV,SZCZESNY,10.4%,10%
1625,NAP,MERET,9.4%,9.1%
1626,INT,SOMMER,8.6%,9%
1627,LAZ,PROVEDEL,7.6%,8%
1628,ROM,RUI PATRICIO,6.6%,7.3%
1629,TOR,MILINKOVIC-SAVIC V.,5%,3.6%
1630,ATA,CARNESECCHI,4%,4.2%
1631,SAL,OCHOA,3.4%,1%
1632,ATA,MUSSO,2%,1.5%
1633,MON,DI GREGORIO,3%,2.5%
1634,LEC,FALCONE,2.4%,0.8%
1635,FIO,TERRACCIANO,2%,2.6%
1636,UDI,SILVESTRI,1.6%,2.2%
1637,BOL,SKORUPSKI,1.6%,1.7%
1638,VER,MONTIPO',1.4%,0.6%
1639,SAS,CONSIGLI,1%,0.6%
1640,INT,AUDERO,1%,0.2%
1641,JUV,PERIN,0.6%,0.3%
1642,FIO,CHRISTENSEN O.,0.4%,0.2%
1643,CAG,SCUFFET,0.4%,0.2%
1644,MIL,SPORTIELLO,0.4%,0.2%
1645,CAG,RADUNOVIC,1%,0.3%
1646,GEN,MARTINEZ JO.,0.4%,0.4%
1647,EMP,PERISAN,0.4%,0.2%
1648,FRO,TURATI,0.4%,0.2%
1649,EMP,CAPRILE,1%,0.7%
1650,LAZ,ADAMONIS,0.2%,0.2%
1651,CAG,ARESTI,0.2%,0.2%
1652,BOL,BAGNOLINI,0.2%,0.2%
1653,VER,BERARDI A.,0.2%,0.2%
1654,ROM,BOER,0.2%,0.2%
1655,LEC,BORBEI,0.2%,0.2%
1656,LEC,BRANCOLINI,0.2%,0.2%
1657,FRO,CEROFOLINI,0.2%,0.2%
1658,NAP,CONTINI,0.2%,0.2%
1659,SAL,COSTIL,0.2%,0.2%
1660,SAS,CRAGNO,0.2%,0.2%
1661,INT,DI GENNARO,0.2%,0.2%
1662,SAL,FIORILLO,0.2%,0.2%
1663,TOR,GEMELLO,0.2%,0.2%
1664,NAP,GOLLINI,0.2%,0.2%
1665,MON,GORI,0.2%,0.2%
1666,MON,LAMANNA,0.2%,0.2%
1667,GEN,LEALI,0.2%,0.2%
1668,FIO,MARTINELLI T.,0.2%,0.2%
1669,MIL,MIRANTE,0.2%,0.2%
1670,UDI,OKOYE,0.2%,0.2%
1671,UDI,PADELLI,0.2%,0.2%
1672,FRO,PALMISANI,0.2%,0.2%
1673,SAS,PEGOLO,0.2%,0.2%
1674,VER,PERILLI,0.2%,0.2%
1675,UDI,PIANA,0.2%,0.2%
1676,JUV,PINSOGLIO,0.2%,0.2%
1677,TOR,POPA,0.2%,0.2%
1678,BOL,RAVAGLIA F.,0.2%,0.2%
1679,ATA,ROSSI F.,0.2%,0.2%
1680,LAZ,SEPE,0.2%,0.2%
1681,GEN,SOMMARIVA,0.2%,0.2%
1682,MON,SORRENTINO A.,0.2%,0.2%
1683,EMP,STUBLJAR,0.2%,0.2%
1684,ROM,SVILAR,0.2%,0.2%
1685,NAP,DI LORENZO,10%,6.4%
1686,MIL,HERNANDEZ T.,10%,9%
1687,INT,DIMARCO,8%,7.6%
1688,JUV,DANILO,7%,4.6%
1689,ROM,SMALLING,6%,4.2%
1690,BOL,POSCH,5.6%,3.9%
1691,TOR,SCHUURS,5.4%,3%
1692,INT,BASTONI,5%,3.6%
1693,JUV,BREMER,5%,4.6%
1694,LAZ,ROMAGNOLI,4.6%,2.8%
1695,MIL,TOMORI,4.6%,3.1%
1696,ATA,ZAPPACOSTA,4.6%,3.4%
1697,INT,DUMFRIES,4%,3.4%
1698,NAP,RRAHMANI,4%,3.2%
1699,INT,CARLOS AUGUSTO,3.4%,3%
1700,LEC,BASCHIROTTO,2.6%,2%
1701,FIO,BIRAGHI,2.6%,2.6%
1702,VER,DOIG,2.6%,1.6%
1703,TOR,BUONGIORNO,2%,2%
1704,INT,CUADRADO,2%,2.7%
1705,EMP,EBUEHI,2%,1.4%
1706,ATA,KOLASINAC,2%,1.5%
1707,ROM,N'DICKA,2%,1.4%
1708,NAP,NATAN,2%,1.4%
1709,SAS,PEDERSEN,2%,0.2%
1710,ATA,SCALVINI,2%,2.3%
1711,CAG,AUGELLO,1.6%,0.8%
1712,NAP,OLIVERA,1.6%,1.4%
1713,FIO,PARISI,1.6%,1%
1714,ROM,KRISTENSEN,3.4%,1.6%
1715,FIO,DODO',3%,2.1%
1716,GEN,MARTIN,3%,2.4%
1717,SAL,MAZZOCCHI,3%,2.4%
1718,ATA,BAKKER,2.6%,3.2%
1719,TOR,BELLANOVA,1.6%,2%
1720,LEC,DORGU,1.6%,0.2%
1721,MIL,KALULU,1.6%,0.4%
1722,MIL,THIAW,1.6%,1.9%
1723,BOL,BEUKEMA,1.4%,0.8%
1724,JUV,GATTI,1.4%,1.4%
1725,INT,BISSECK,1%,0.4%
1726,NAP,ZANOLI,1%,0.2%
1727,ATA,ZORTEA,1%,0.2%
1728,UDI,ZEMURA,0.6%,0.3%
1729,CAG,AZZI,0.4%,0.4%
1730,UDI,EBOSELE,0.4%,0.4%
1731,UDI,EHIZIBUE,0.4%,0.2%
1732,UDI,KAMARA H.,0.4%,0.2%
1733,FIO,KAYODE,0.4%,0.4%
1734,FRO,OYONO,0.4%,0.3%
1735,SAS,VITI,0.4%,0.2%
1736,MIL,CALABRIA,2%,1.6%
1737,JUV,CAMBIASO,2%,1%
1738,LAZ,CASALE,2%,1.8%
1739,MON,KYRIAKOPOULOS,2%,1%
1740,NAP,MARIO RUI,2%,1.4%
1741,ROM,SPINAZZOLA,2%,2.2%
1742,UDI,BIJOL,1.6%,1.2%
1743,INT,ACERBI,1.4%,1.6%
1744,INT,DARMIAN,1.4%,1.2%
1745,INT,DE VRIJ,1.4%,0.3%
1746,GEN,DRAGUSIN,1.4%,0.6%
1747,VER,FARAONI,1.4%,1.3%
1748,ROM,MANCINI,1.4%,1.7%
1749,FIO,MILENKOVIC,1.4%,1.5%
1750,LEC,GENDREY,1%,0.2%
1751,VER,HIEN,1%,0.2%
1752,MON,IZZO,1%,0.3%
1753,LAZ,LAZZARI,1%,0.6%
1754,FIO,MINA,1%,0.3%
1755,UDI,PEREZ N.,1%,0.6%
1756,TOR,RODRIGUEZ R.,1%,0.2%
1757,ATA,TOLOI,1%,1%
1758,SAL,BRADARIC,0.6%,0.3%
1759,MON,D'AMBROSIO,0.6%,0.8%
1760,TOR,DJIDJI,0.6%,0.2%
1761,LAZ,HYSAJ,0.6%,0.2%
1762,FIO,MARTINEZ QUARTA,0.6%,0.2%
1763,CAG,ZAPPA,0.6%,0.4%
1764,MON,BIRINDELLI,0.4%,0.2%
1765,MON,CALDIROLA,0.4%,0.2%
1766,CAG,DOSSENA,0.4%,0.2%
1767,LEC,GALLO,0.4%,0.2%
1768,EMP,ISMAJLI,0.4%,0.2%
1769,BOL,LUCUMI',0.4%,0.2%
1770,EMP,LUPERTO,0.4%,0.3%
1771,FRO,MARCHIZZA,0.4%,0.2%
1772,MON,MARI',0.4%,0.3%
1773,UDI,MASINA,0.4%,0.2%
1774,FRO,MONTERISI,0.4%,0.2%
1775,LEC,PONGRACIC,0.4%,0.2%
1776,FIO,RANIERI L.,0.4%,0.2%
1777,FRO,ROMAGNOLI S.,0.4%,0.2%
1778,SAL,SAMBIA,0.4%,0.2%
1779,UDI,KABASELE,0.4%,0.2%
1780,GEN,VOGLIACCO,0.4%,0.2%
1781,UDI,ABANKWAH,0.2%,0.2%
1782,JUV,ALEX SANDRO,0.2%,0.2%
1783,BOL,AMEY,0.2%,0.2%
1784,VER,AMIONE,0.2%,0.2%
1785,MON,ANTOV,0.2%,0.2%
1786,MIL,BALLO-TOURE',0.2%,0.2%
1787,GEN,BANI,0.2%,0.2%
1788,EMP,BERESZYNSKI,0.2%,0.2%
1789,GEN,BIRASCHI,0.2%,0.2%
1790,BOL,BONIFAZI,0.2%,0.2%
1791,JUV,BONUCCI,0.2%,0.2%
1792,SAL,BRONN,0.2%,0.2%
1793,VER,CABAL,0.2%,0.2%
1794,EMP,CACACE,0.2%,0.2%
1795,CAG,CAPRADOSSI,0.2%,0.2%
1796,MON,CARBONI A.,0.2%,0.2%
1797,MON,CARBONI F.,0.2%,0.2%
1798,ROM,CELIK,0.2%,0.2%
1799,MON,CITTADINI,0.2%,0.2%
1800,VER,COPPOLA D.,0.2%,0.2%
1801,BOL,CORAZZA,0.2%,0.2%
1802,SAL,DANILIUC,0.2%,0.2%
1803,VER,DAWIDOWICZ,0.2%,0.2%
1804,JUV,DE SCIGLIO,0.2%,0.2%
1805,BOL,DE SILVESTRI,0.2%,0.2%
1806,GEN,DE WINTER,0.2%,0.2%
1807,LEC,DERMAKU,0.2%,0.2%
1808,CAG,DI PARDO,0.2%,0.2%
1809,ATA,DJIMSITI,0.2%,0.2%
