,Season,Player,Squad,F_Pos,Avg_Fanta_Score,Autogoal,Pos,Comp,Age,Match_Played,Match_Started,Min_Played,Avg_Min_Played,Goal,Assist,Penalties_Scored,Penalties_Attempted,YCards,RCards,xG,npxG,xAG,PrgC,PrgP,PrgR
4482,2019-2020,ADJAPONG,Hellas Verona,,,,DF,it Serie A,21.0,5.0,2.0,231.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,4.0,5.0,16.0
4483,2019-2020,AGUDELO,Genoa,,,,"MF,FW",it Serie A,20.0,10.0,7.0,666.0,7.4,1.0,1.0,0.0,0.0,5.0,1.0,1.2,1.2,1.6,39.0,41.0,34.0
4484,2019-2020,AGYEMANG-BADU,Hellas Verona,,,,MF,it Serie A,28.0,10.0,2.0,230.0,2.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0
4485,2019-2020,AMRABAT,Hellas Verona,,,,MF,it Serie A,22.0,34.0,33.0,2919.0,32.4,1.0,1.0,1.0,1.0,10.0,2.0,2.0,1.3,2.4,84.0,199.0,52.0
4486,2019-2020,BARAK,Udinese,,,,"MF,FW",it Serie A,24.0,8.0,1.0,194.0,2.2,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,7.0,11.0,12.0
4487,2019-2020,BARROW,Atalanta,,,,"FW,MF",it Serie A,20.0,7.0,1.0,190.0,2.1,0.0,2.0,0.0,1.0,0.0,0.0,2.4,1.6,1.0,6.0,7.0,35.0
4488,2019-2020,BOCCHETTI,Hellas Verona,,,,DF,it Serie A,32.0,5.0,3.0,303.0,3.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,16.0,5.0
4489,2019-2020,BORINI,Hellas Verona,,,,"MF,FW",it Serie A,28.0,14.0,9.0,808.0,9.0,3.0,0.0,1.0,1.0,1.0,1.0,3.2,2.4,0.4,21.0,17.0,72.0
4490,2019-2020,CAN,Juventus,,,,MF,it Serie A,25.0,8.0,2.0,284.0,3.2,0.0,0.0,0.0,0.0,2.0,0.0,1.2,1.2,0.1,11.0,13.0,18.0
4491,2019-2020,CAPRARI,Sampdoria,,,,"FW,MF",it Serie A,26.0,18.0,5.0,667.0,7.4,3.0,0.0,0.0,0.0,4.0,1.0,1.2,1.2,0.5,21.0,29.0,57.0
4492,2019-2020,CASTRO,Cagliari,,,,MF,it Serie A,30.0,15.0,6.0,606.0,6.7,2.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.4,12.0,31.0,31.0
4493,2019-2020,CERRI,Cagliari,,,,FW,it Serie A,23.0,11.0,1.0,244.0,2.7,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,1.0,8.0,25.0
4494,2019-2020,BELO,SPAL,,,,DF,it Serie A,35.0,15.0,11.0,997.0,11.1,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.0,9.0,32.0,5.0
4495,2019-2020,DAWIDOWICZ,Hellas Verona,,,,DF,it Serie A,24.0,15.0,7.0,693.0,7.7,1.0,0.0,0.0,0.0,4.0,2.0,0.4,0.4,0.0,14.0,35.0,4.0
4496,2019-2020,DESTRO,Bologna,,,,FW,it Serie A,28.0,5.0,2.0,185.0,2.1,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.0,1.0,5.0,8.0
4497,2019-2020,CARMINE,Hellas Verona,,,,"FW,MF",it Serie A,30.0,22.0,17.0,1293.0,14.4,8.0,0.0,1.0,2.0,3.0,0.0,6.7,5.2,0.6,8.0,7.0,79.0
4498,2019-2020,DIMARCO,Hellas Verona,,,,DF,it Serie A,21.0,13.0,5.0,521.0,5.8,0.0,3.0,0.0,0.0,1.0,0.0,0.7,0.7,2.0,18.0,43.0,38.0
4499,2019-2020,DUNCAN,Sassuolo,,,,MF,it Serie A,26.0,13.0,10.0,843.0,9.4,1.0,5.0,0.0,0.0,3.0,0.0,1.1,1.1,1.1,11.0,51.0,32.0
4500,2019-2020,EMPEREUR,Hellas Verona,,,,DF,it Serie A,25.0,13.0,8.0,855.0,9.5,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,6.0,32.0,2.0
4501,2019-2020,EYSSERIC,Hellas Verona,,,,"MF,FW",it Serie A,27.0,6.0,3.0,353.0,3.9,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.5,6.0,18.0,31.0
4502,2019-2020,BALDURSSON,Bologna,,,,MF,it Serie A,17.0,7.0,0.0,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,6.0,6.0
4503,2019-2020,FARAONI,Hellas Verona,,,,DF,it Serie A,27.0,36.0,36.0,3228.0,35.9,5.0,3.0,0.0,0.0,6.0,0.0,4.2,4.2,3.6,47.0,149.0,164.0
4504,2019-2020,GHEZZI,Brescia,,,,"FW,MF",it Serie A,18.0,5.0,0.0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,1.0,1.0
4505,2019-2020,GUNTER,Hellas Verona,,,,DF,it Serie A,24.0,32.0,31.0,2733.0,30.4,0.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.2,7.0,86.0,5.0
4506,2019-2020,HENRIQUE,Fiorentina,,,,"DF,MF",it Serie A,25.0,31.0,29.0,2484.0,27.6,0.0,5.0,0.0,0.0,8.0,1.0,0.8,0.8,3.4,63.0,104.0,159.0
4507,2019-2020,IGOR,SPAL,,,,DF,it Serie A,21.0,17.0,15.0,1337.0,14.9,0.0,1.0,0.0,0.0,7.0,0.0,0.1,0.1,1.0,33.0,58.0,19.0
4508,2019-2020,KJAER,Atalanta,,,,DF,it Serie A,30.0,5.0,3.0,292.0,3.2,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.0,2.0,0.0
4509,2019-2020,KOUAME,Genoa,,,,FW,it Serie A,21.0,11.0,10.0,915.0,10.2,5.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,1.0,13.0,26.0,76.0
4510,2019-2020,KUMBULLA,Hellas Verona,,,,DF,it Serie A,19.0,25.0,25.0,1950.0,21.7,1.0,0.0,0.0,0.0,7.0,1.0,1.7,1.7,0.1,10.0,58.0,14.0
4511,2019-2020,KURTIC,SPAL,,,,MF,it Serie A,30.0,16.0,16.0,1409.0,15.7,2.0,0.0,0.0,0.0,5.0,0.0,2.4,2.4,2.4,62.0,74.0,87.0
4512,2019-2020,LARANGEIRA,Bologna,,,,DF,it Serie A,35.0,30.0,30.0,2638.0,29.3,2.0,0.0,0.0,0.0,11.0,1.0,0.9,0.9,0.2,14.0,101.0,1.0
4513,2019-2020,LAXALT,Torino,,,,"DF,MF",it Serie A,26.0,16.0,4.0,596.0,6.6,0.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.3,21.0,24.0,28.0
4514,2019-2020,LAZOVIC,Hellas Verona,,,,DF,it Serie A,28.0,38.0,37.0,3239.0,36.0,3.0,7.0,0.0,0.0,4.0,0.0,2.3,2.3,8.5,143.0,172.0,321.0
4515,2019-2020,LIMA,Lazio,,,,"MF,DF",it Serie A,19.0,6.0,0.0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,3.0,4.0
4516,2019-2020,MASIELLO,Atalanta,,,,DF,it Serie A,33.0,7.0,7.0,543.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,2.0,15.0,7.0
4517,2019-2020,MATRI,Brescia,,,,"FW,MF",it Serie A,34.0,8.0,0.0,89.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.4,0.3,1.0,6.0,11.0
4518,2019-2020,PALOSCHI,SPAL,,,,FW,it Serie A,29.0,10.0,5.0,438.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.4,2.0,1.0,24.0
4519,2019-2020,PAZZINI,Hellas Verona,,,,"FW,MF",it Serie A,34.0,15.0,1.0,307.0,3.4,4.0,0.0,3.0,3.0,0.0,0.0,4.0,1.7,0.2,2.0,6.0,20.0
4520,2019-2020,PESSINA,Hellas Verona,,,,MF,it Serie A,22.0,35.0,27.0,2489.0,27.7,7.0,0.0,0.0,0.0,7.0,0.0,4.9,4.9,1.7,48.0,171.0,140.0
4521,2019-2020,POLITANO,Inter,,,,"FW,MF",it Serie A,25.0,11.0,2.0,259.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,22.0,3.0,29.0
4522,2019-2020,RADU,Genoa,,,,GK,it Serie A,22.0,17.0,17.0,1530.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
4523,2019-2020,RIGONI,Sampdoria,,,,"MF,FW",it Serie A,26.0,8.0,4.0,431.0,4.8,0.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,0.9,17.0,18.0,51.0
4524,2019-2020,RRAHMANI,Hellas Verona,,,,DF,it Serie A,25.0,36.0,36.0,3228.0,35.9,0.0,1.0,0.0,0.0,5.0,0.0,3.5,3.5,0.9,38.0,127.0,27.0
4525,2019-2020,PENA,Napoli,,,,MF,it Serie A,23.0,33.0,30.0,2684.0,29.8,3.0,6.0,0.0,0.0,2.0,0.0,3.2,3.2,4.5,86.0,277.0,132.0
4526,2019-2020,SALCEDO,Hellas Verona,,,,"FW,MF",it Serie A,17.0,17.0,7.0,680.0,7.6,1.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.6,24.0,15.0,75.0
4527,2019-2020,SANTOS,Udinese,,,,DF,it Serie A,24.0,21.0,16.0,1546.0,17.2,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.3,18.0,60.0,11.0
4528,2019-2020,SILVESTRI,Hellas Verona,,,,GK,it Serie A,28.0,35.0,35.0,3150.0,35.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4529,2019-2020,STEPINSKI,Hellas Verona,,,,"FW,MF",it Serie A,24.0,21.0,7.0,706.0,7.8,3.0,1.0,0.0,0.0,3.0,1.0,2.9,2.9,0.1,9.0,2.0,63.0
4530,2019-2020,TUTINO,Hellas Verona,,,,"FW,MF",it Serie A,22.0,6.0,2.0,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,7.0,6.0,12.0
4531,2019-2020,VELOSO,Hellas Verona,,,,MF,it Serie A,33.0,34.0,32.0,2811.0,31.2,3.0,4.0,0.0,0.0,6.0,0.0,2.1,2.1,4.9,71.0,215.0,35.0
4532,2019-2020,VERRE,Hellas Verona,,,,"MF,FW",it Serie A,25.0,32.0,22.0,1774.0,19.7,3.0,2.0,2.0,2.0,4.0,0.0,5.8,4.3,2.6,55.0,88.0,140.0
4533,2019-2020,ZACCAGNI,Hellas Verona,,,,"MF,FW",it Serie A,24.0,34.0,26.0,2114.0,23.5,2.0,5.0,0.0,0.0,5.0,0.0,4.0,4.0,4.1,98.0,89.0,225.0
4534,2019-2020,DURICIC,Sassuolo,,,,"MF,FW",it Serie A,27.0,29.0,19.0,1633.0,18.1,5.0,5.0,0.0,0.0,6.0,0.0,3.0,3.0,4.1,67.0,76.0,99.0
4535,2020-2021,AKPA-AKPRO,Lazio,,,,MF,it Serie A,27.0,32.0,6.0,1056.0,11.7,0.0,1.0,0.0,0.0,9.0,0.0,1.2,1.2,0.8,11.0,26.0,31.0
4536,2020-2021,BALDE,Sampdoria,,,,FW,it Serie A,25.0,25.0,12.0,1197.0,13.3,7.0,1.0,0.0,0.0,4.0,1.0,5.7,5.7,2.4,40.0,26.0,110.0
4537,2020-2021,BANI,Genoa,,,,DF,it Serie A,26.0,11.0,10.0,921.0,10.2,0.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,0.2,1.0,15.0,3.0
4538,2020-2021,BARAK,Hellas Verona,,,,MF,it Serie A,25.0,34.0,32.0,2765.0,30.7,7.0,3.0,0.0,0.0,5.0,1.0,6.8,6.8,2.2,64.0,147.0,101.0
4539,2020-2021,BESSA,Hellas Verona,,,,MF,it Serie A,27.0,18.0,4.0,615.0,6.8,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.9,19.0,35.0,39.0
4540,2020-2021,CECCHERINI,Hellas Verona,,,,DF,it Serie A,28.0,25.0,23.0,1738.0,19.3,0.0,0.0,0.0,0.0,8.0,0.0,1.3,1.3,0.6,17.0,69.0,27.0
4541,2020-2021,COLLEY,Hellas Verona,,,,"MF,FW",it Serie A,20.0,23.0,4.0,734.0,8.2,1.0,0.0,0.0,0.0,1.0,0.0,1.7,1.7,0.7,28.0,22.0,95.0
4542,2020-2021,JUNIOR,Bologna,,,,GK,it Serie A,36.0,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4543,2020-2021,DAWIDOWICZ,Hellas Verona,,,,DF,it Serie A,25.0,30.0,22.0,1860.0,20.7,0.0,0.0,0.0,0.0,9.0,0.0,1.9,1.9,1.0,12.0,48.0,23.0
4544,2020-2021,DEIOLA,Spezia,,,,MF,it Serie A,24.0,12.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,3.0,12.0,16.0
4545,2020-2021,DEPAOLI,Atalanta,,,,DF,it Serie A,23.0,5.0,3.0,191.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0,8.0,22.0
4546,2020-2021,CARMINE,Hellas Verona,,,,FW,it Serie A,31.0,11.0,6.0,500.0,5.6,0.0,0.0,0.0,0.0,1.0,0.0,1.4,1.4,0.1,10.0,7.0,44.0
4547,2020-2021,DIMARCO,Hellas Verona,,,,DF,it Serie A,22.0,35.0,29.0,2613.0,29.0,5.0,3.0,0.0,0.0,6.0,0.0,2.8,2.8,7.8,61.0,172.0,138.0
4548,2020-2021,FARAGO,Cagliari,,,,DF,it Serie A,27.0,8.0,4.0,369.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.5,2.0,13.0,10.0
4549,2020-2021,FARAONI,Hellas Verona,,,,DF,it Serie A,28.0,34.0,33.0,2891.0,32.1,4.0,7.0,0.0,0.0,8.0,0.0,3.1,3.1,3.4,26.0,132.0,100.0
4550,2020-2021,FAVILLI,Hellas Verona,,,,FW,it Serie A,23.0,11.0,2.0,339.0,3.8,2.0,0.0,0.0,0.0,1.0,0.0,1.6,1.6,0.1,7.0,2.0,37.0
4551,2020-2021,GUNTER,Hellas Verona,,,,DF,it Serie A,25.0,27.0,21.0,1768.0,19.6,0.0,2.0,0.0,0.0,4.0,0.0,0.3,0.3,0.5,5.0,77.0,1.0
4552,2020-2021,ILIC,Hellas Verona,,,,MF,it Serie A,19.0,29.0,19.0,1835.0,20.4,2.0,0.0,0.0,0.0,2.0,0.0,1.6,1.6,0.9,38.0,134.0,31.0
4553,2020-2021,KALINIC,Hellas Verona,,,,FW,it Serie A,32.0,19.0,15.0,1063.0,11.8,2.0,0.0,0.0,0.0,2.0,0.0,4.1,4.1,0.4,7.0,19.0,77.0
4554,2020-2021,LARANGEIRA,Bologna,,,,DF,it Serie A,36.0,35.0,34.0,3132.0,34.8,0.0,1.0,0.0,0.0,8.0,0.0,1.2,1.2,2.0,12.0,108.0,4.0
4555,2020-2021,LASAGNA,Udinese,,,,FW,it Serie A,27.0,17.0,12.0,1103.0,12.3,2.0,1.0,0.0,0.0,1.0,0.0,7.4,7.4,1.0,20.0,23.0,79.0
4556,2020-2021,LASAGNA,Hellas Verona,,,,FW,it Serie A,27.0,19.0,14.0,1267.0,14.1,2.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,1.9,28.0,19.0,100.0
4557,2020-2021,LAZOVIC,Hellas Verona,,,,"DF,MF",it Serie A,29.0,32.0,27.0,2503.0,27.8,3.0,6.0,0.0,0.0,3.0,0.0,3.4,3.4,4.8,68.0,156.0,198.0
4558,2020-2021,LOVATO,Hellas Verona,,,,DF,it Serie A,20.0,24.0,14.0,1386.0,15.4,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.1,6.0,35.0,6.0
4559,2020-2021,MAGNANI,Hellas Verona,,,,DF,it Serie A,24.0,25.0,15.0,1510.0,16.8,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,5.0,30.0,2.0
4560,2020-2021,MALDINI,Milan,,,,"FW,DF",it Serie A,18.0,5.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,2.0,3.0
4561,2020-2021,MANDRAGORA,Udinese,,,,MF,it Serie A,23.0,10.0,3.0,398.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,2.0,19.0,18.0
4562,2020-2021,MEITE,Torino,,,,MF,it Serie A,26.0,14.0,11.0,920.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,11.0,35.0,22.0
4563,2020-2021,MELO,Juventus,,,,MF,it Serie A,23.0,22.0,13.0,1157.0,12.9,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,1.0,9.0,79.0,13.0
4564,2020-2021,CETIN,Hellas Verona,,,,DF,it Serie A,23.0,6.0,4.0,418.0,4.6,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,3.0,9.0,3.0
4565,2020-2021,NWANKWO,Crotone,,,,FW,it Serie A,28.0,38.0,31.0,2943.0,32.7,20.0,2.0,8.0,8.0,1.0,0.0,19.1,12.8,1.1,22.0,50.0,175.0
4566,2020-2021,OUNAS,Cagliari,,,,"MF,FW",it Serie A,23.0,7.0,3.0,308.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,10.0,15.0,27.0
4567,2020-2021,RUEGG,Hellas Verona,,,,"DF,MF",it Serie A,21.0,7.0,1.0,205.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0
4568,2020-2021,PENA,Napoli,,,,MF,it Serie A,24.0,33.0,29.0,2569.0,28.5,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,61.0,226.0,80.0
4569,2020-2021,SALCEDO,Hellas Verona,,,,"MF,FW",it Serie A,18.0,21.0,7.0,755.0,8.4,2.0,0.0,0.0,0.0,3.0,0.0,3.9,3.9,0.3,13.0,29.0,53.0
4570,2020-2021,SANTOS,Udinese,,,,DF,it Serie A,25.0,30.0,24.0,2216.0,24.6,1.0,0.0,0.0,0.0,6.0,0.0,1.3,1.3,0.6,24.0,88.0,23.0
4571,2020-2021,SILVESTRI,Hellas Verona,,,,GK,it Serie A,29.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4572,2020-2021,STURARO,Hellas Verona,,,,MF,it Serie A,27.0,10.0,4.0,423.0,4.7,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,11.0,11.0
4573,2020-2021,STURARO,Genoa,,,,MF,it Serie A,27.0,6.0,6.0,445.0,4.9,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.3,2.0,24.0,12.0
4574,2020-2021,TAMEZE,Hellas Verona,,,,MF,it Serie A,26.0,33.0,28.0,2304.0,25.6,1.0,0.0,0.0,0.0,6.0,0.0,1.2,1.2,0.6,33.0,101.0,58.0
4575,2020-2021,UDOGIE,Hellas Verona,,,,"DF,MF",it Serie A,17.0,6.0,0.0,170.0,1.9,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,2.0,7.0,7.0
4576,2020-2021,VELOSO,Hellas Verona,,,,MF,it Serie A,34.0,21.0,15.0,1316.0,14.6,2.0,2.0,2.0,2.0,1.0,0.0,1.9,0.4,0.7,19.0,85.0,11.0
4577,2020-2021,ZACCAGNI,Hellas Verona,,,,MF,it Serie A,25.0,36.0,33.0,2609.0,29.0,5.0,5.0,1.0,1.0,6.0,0.0,3.2,2.4,5.7,118.0,112.0,299.0
4578,2020-2021,DURICIC,Sassuolo,,,,"MF,FW",it Serie A,28.0,32.0,27.0,2079.0,23.1,5.0,4.0,1.0,1.0,5.0,0.0,6.2,5.4,5.8,87.0,96.0,163.0
4579,2021-2022,AKPA-AKPRO,Lazio,,,,MF,it Serie A,28.0,10.0,4.0,315.0,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,5.0,3.0,8.0
4580,2021-2022,ARTHUR,Fiorentina,,,,FW,it Serie A,23.0,14.0,8.0,749.0,8.3,2.0,2.0,0.0,0.0,1.0,0.0,4.2,4.2,0.4,8.0,10.0,27.0
4581,2021-2022,BALDE,Cagliari,,,,FW,it Serie A,26.0,26.0,14.0,1229.0,13.7,3.0,1.0,0.0,0.0,2.0,0.0,3.5,3.5,0.6,14.0,22.0,73.0
4582,2021-2022,BARAK,Hellas Verona,,,,"MF,FW",it Serie A,26.0,29.0,27.0,2340.0,26.0,11.0,4.0,4.0,4.0,4.0,0.0,8.9,5.7,2.7,68.0,147.0,124.0
4583,2021-2022,BASELLI,Torino,,,,"MF,FW",it Serie A,29.0,6.0,0.0,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,1.0,10.0,11.0
4584,2021-2022,BENASSI,Fiorentina,,,,"DF,MF",it Serie A,26.0,6.0,1.0,158.0,1.8,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,3.0,11.0,6.0
4585,2021-2022,BESSA,Hellas Verona,,,,MF,it Serie A,28.0,24.0,5.0,768.0,8.5,1.0,1.0,0.0,0.0,5.0,1.0,0.4,0.4,0.4,16.0,68.0,29.0
4586,2021-2022,BOGA,Sassuolo,,,,"FW,MF",it Serie A,24.0,12.0,8.0,670.0,7.4,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,46.0,17.0,58.0
4587,2021-2022,CAICEDO,Genoa,,,,FW,it Serie A,32.0,9.0,1.0,284.0,3.2,1.0,2.0,0.0,0.0,1.0,0.0,1.4,1.4,1.1,4.0,4.0,22.0
4588,2021-2022,CALAFIORI,Roma,,,,DF,it Serie A,19.0,6.0,2.0,174.0,1.9,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9,3.0,3.0,6.0
4589,2021-2022,CANCELLIERI,Hellas Verona,,,,"MF,DF",it Serie A,19.0,12.0,1.0,227.0,2.5,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.1,0.2,7.0,4.0,13.0
4590,2021-2022,CAPRARI,Hellas Verona,,,,"MF,FW",it Serie A,28.0,35.0,33.0,2739.0,30.4,12.0,7.0,2.0,2.0,4.0,0.0,7.1,5.5,6.2,117.0,164.0,270.0
4591,2021-2022,CASALE,Hellas Verona,,,,DF,it Serie A,23.0,36.0,30.0,2586.0,28.7,0.0,1.0,0.0,0.0,10.0,0.0,0.7,0.7,1.0,40.0,91.0,29.0
4592,2021-2022,CECCHERINI,Hellas Verona,,,,DF,it Serie A,29.0,34.0,29.0,2358.0,26.2,1.0,0.0,0.0,0.0,12.0,1.0,1.7,1.7,0.5,20.0,95.0,41.0
4593,2021-2022,CIERVO,Sampdoria,,,,"MF,DF",it Serie A,19.0,10.0,1.0,227.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,10.0,6.0,12.0
4594,2021-2022,DAWIDOWICZ,Hellas Verona,,,,DF,it Serie A,26.0,17.0,13.0,1198.0,13.3,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.3,16.0,50.0,13.0
4595,2021-2022,DEPAOLI,Hellas Verona,,,,DF,it Serie A,24.0,18.0,7.0,703.0,7.8,1.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.6,12.0,30.0,33.0
4596,2021-2022,DEPAOLI,Sampdoria,,,,"MF,DF",it Serie A,24.0,6.0,1.0,112.0,1.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0
4597,2021-2022,DRAGUSIN,Sampdoria,,,,DF,it Serie A,19.0,13.0,4.0,620.0,6.9,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,6.0,13.0,10.0
4598,2021-2022,FARAONI,Hellas Verona,,,,DF,it Serie A,29.0,32.0,30.0,2572.0,28.6,4.0,5.0,0.0,0.0,8.0,1.0,3.0,3.0,2.9,31.0,123.0,125.0
4599,2021-2022,FARES,Genoa,,,,"DF,FW",it Serie A,25.0,9.0,6.0,587.0,6.5,2.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.7,16.0,15.0,22.0
4600,2021-2022,MILLAN,Genoa,,,,MF,it Serie A,24.0,19.0,11.0,1028.0,11.4,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.0,4.0,45.0,22.0
4601,2021-2022,GOSENS,Atalanta,,,,DF,it Serie A,27.0,6.0,5.0,460.0,5.1,1.0,0.0,0.0,0.0,2.0,0.0,1.7,1.7,0.4,8.0,28.0,24.0
4602,2021-2022,GUNTER,Hellas Verona,,,,DF,it Serie A,26.0,30.0,29.0,2411.0,26.8,0.0,0.0,0.0,0.0,10.0,0.0,0.3,0.3,0.7,10.0,106.0,3.0
4603,2021-2022,HENRIQUE,Cagliari,,,,"DF,MF",it Serie A,27.0,28.0,27.0,2081.0,23.1,0.0,2.0,0.0,0.0,9.0,0.0,1.5,1.5,2.0,33.0,53.0,96.0
4604,2021-2022,HONGLA,Hellas Verona,,,,MF,it Serie A,23.0,18.0,7.0,651.0,7.2,1.0,0.0,0.0,0.0,3.0,0.0,1.5,1.5,0.1,6.0,23.0,12.0
4605,2021-2022,ILIC,Hellas Verona,,,,MF,it Serie A,20.0,32.0,30.0,2526.0,28.1,1.0,3.0,0.0,0.0,5.0,1.0,2.4,2.4,1.8,39.0,134.0,67.0
4606,2021-2022,KALINIC,Hellas Verona,,,,FW,it Serie A,33.0,14.0,4.0,406.0,4.5,4.0,1.0,0.0,0.0,5.0,1.0,3.2,3.2,0.9,3.0,6.0,49.0
4607,2021-2022,LASAGNA,Hellas Verona,,,,"MF,FW",it Serie A,28.0,28.0,11.0,1184.0,13.2,2.0,4.0,0.0,0.0,1.0,0.0,3.3,3.3,2.1,26.0,28.0,104.0
4608,2021-2022,LAZOVIC,Hellas Verona,,,,DF,it Serie A,30.0,34.0,32.0,2766.0,30.7,1.0,7.0,0.0,0.0,2.0,0.0,2.9,2.9,6.3,101.0,174.0,243.0
4609,2021-2022,LOVATO,Atalanta,,,,DF,it Serie A,21.0,6.0,3.0,305.0,3.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,2.0,10.0,4.0
4610,2021-2022,MAGNANI,Hellas Verona,,,,DF,it Serie A,25.0,14.0,5.0,530.0,5.9,0.0,0.0,0.0,0.0,3.0,1.0,0.9,0.9,0.0,5.0,12.0,1.0
4611,2021-2022,MAZZOCCHI,Venezia,,,,DF,it Serie A,26.0,18.0,15.0,1243.0,13.8,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.4,44.0,33.0,43.0
4612,2021-2022,MELO,Juventus,,,,MF,it Serie A,24.0,20.0,11.0,962.0,10.7,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.3,13.0,58.0,15.0
4613,2021-2022,MONTIPO,Hellas Verona,,,,GK,it Serie A,25.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4614,2021-2022,NWANKWO,Salernitana,,,,FW,it Serie A,29.0,19.0,10.0,842.0,9.4,1.0,1.0,0.0,0.0,0.0,0.0,3.2,3.2,0.5,3.0,10.0,48.0
